event_type,failure_reason,amount,historical_action,ml_action,historical_net_value,ml_expected_net_value,ml_true_net_value,oracle_net_value
payment_failure,expired_card,255.54,reminder,payment_update,205.55952153238167,70.85122662228027,213.89123707454047,213.89123707454047
checkout_abandonment,unknown,1078.65,retry,personalized_offer,-2.0,138.04442446196566,659.4948568989801,690.4262366135496
checkout_abandonment,technical_failure,583.76,reminder,payment_update,411.2343668618724,98.83110353438371,452.5301601356377,452.5301601356377
overdue_invoice,authentication_failure,1452.99,payment_update,retry,-1.0,330.9984335304321,877.5122551978543,995.2790301551628
payment_failure,insufficient_funds,719.89,no_action,personalized_offer,470.3599078411996,156.89731864125872,557.54704464537,612.8026730332672
subscription_failure,bank_decline,663.84,payment_update,payment_update,-1.0,163.58256614993968,383.8520971421934,383.8520971421934
payment_failure,bank_decline,4952.95,retry,retry,3640.257616893292,1103.0821855895465,3640.257616893292,3769.9145040560416
checkout_abandonment,bank_decline,3868.82,retry,payment_update,2199.731814851362,807.5752296068229,2171.3840479298788,2199.731814851362
checkout_abandonment,technical_failure,334.19,reminder,reminder,242.33864180264428,43.0615093870241,242.33864180264428,249.06538153653935
payment_failure,authentication_failure,280.17,payment_update,retry,182.3327251142799,78.60044747106431,198.22155516034965,199.70404908412135
subscription_failure,expired_card,808.54,personalized_offer,reminder,562.8670193414564,250.22823920040224,640.9983037695423,665.5157922619262
overdue_invoice,authentication_failure,660.63,retry,personalized_offer,462.7777883445648,170.80418473791045,436.06644222261355,482.8574167004887
payment_failure,unknown,317.77,retry,payment_update,213.7474994909484,61.790362857694475,219.3415191351598,252.7640854288801
payment_failure,bank_decline,5002.39,retry,retry,3434.709703475714,1026.011448518456,3434.709703475714,3503.065373430621
checkout_abandonment,bank_decline,1144.83,payment_update,payment_update,-1.0,401.47168468767467,798.7982712774075,798.7982712774075
payment_failure,insufficient_funds,1895.75,retry,retry,-2.0,646.4315438886006,1240.9853180602952,1329.8805514071953
subscription_failure,insufficient_funds,1377.94,retry,payment_update,-2.0,341.803849359423,1119.793031668543,1123.6456969022595
checkout_abandonment,expired_card,6045.22,retry,payment_update,-2.0,1981.5923881551491,4527.0871669801045,4571.295852282444
overdue_invoice,technical_failure,1956.39,retry,reminder,1446.4631270131051,489.9163814147263,1463.726925271474,1516.0671151532783
payment_failure,technical_failure,1560.24,payment_update,payment_update,887.7449433304898,452.9232309247276,887.7449433304898,942.7197230319342
payment_failure,bank_decline,1256.73,retry,reminder,655.9189761017981,359.6899470765286,701.0546068278165,701.0546068278165
payment_failure,bank_decline,1835.97,retry,payment_update,1104.11710170233,449.06147136295306,1204.4470142895357,1204.4470142895357
overdue_invoice,bank_decline,822.91,no_action,reminder,459.9189252415847,160.29107783414264,638.1936653872816,638.1936653872816
payment_failure,authentication_failure,1101.34,retry,payment_update,807.151709959333,306.13298735548506,738.3542351804412,807.151709959333
checkout_abandonment,technical_failure,4674.97,retry,reminder,-2.0,346.53804588170806,2957.246125334129,3358.740205781244
subscription_failure,unknown,6462.55,personalized_offer,personalized_offer,4027.506927107146,1639.3171496498671,4027.506927107146,4690.924572973058
checkout_abandonment,insufficient_funds,441.61,personalized_offer,payment_update,276.06923298589453,55.24765379066932,266.0631450227884,310.4635005174777
payment_failure,insufficient_funds,4574.8,no_action,reminder,0.0,969.2289212359142,3568.615676950569,3696.751248995546
checkout_abandonment,expired_card,1289.05,retry,payment_update,968.79493608138,308.44680323485153,1050.383091055269,1050.383091055269
payment_failure,authentication_failure,1430.74,personalized_offer,retry,832.1117156916891,177.52166529121467,876.5358908670946,934.1834358070064
overdue_invoice,expired_card,896.39,personalized_offer,retry,539.3944610289046,106.77421769659645,549.5516762504665,706.5595514839243
payment_failure,unknown,2365.98,reminder,personalized_offer,1615.8187693451755,621.4600325549837,1584.5654356423202,1747.953210809227
payment_failure,unknown,1179.66,retry,personalized_offer,861.7729590833171,294.763346084973,876.3661405298084,876.3661405298084
payment_failure,insufficient_funds,2614.15,payment_update,reminder,1892.3180634123387,629.6132263065007,1757.338484989872,1892.3180634123387
overdue_invoice,authentication_failure,3507.18,reminder,personalized_offer,-1.0,568.7535106098155,1907.7226526897507,2325.0573107054606
overdue_invoice,authentication_failure,7401.47,no_action,reminder,3607.8683474895856,2038.7178448644645,5222.199882316765,5222.199882316765
checkout_abandonment,insufficient_funds,2074.55,retry,payment_update,1389.4739112875511,424.3382523551845,1453.6632274422384,1669.1818011078865
checkout_abandonment,insufficient_funds,1178.1,no_action,payment_update,406.5929368847615,335.39948641529645,566.0903161607564,566.0903161607564
payment_failure,insufficient_funds,1940.6,no_action,payment_update,1001.6474924672248,497.3625367096783,1210.4655411085655,1249.4870934962328
payment_failure,unknown,2194.65,reminder,payment_update,1188.8222136089726,371.26861711499885,1096.0896512044214,1188.8222136089726
payment_failure,insufficient_funds,3236.06,payment_update,personalized_offer,2087.416528725864,645.5180161129592,1999.8245240270437,2087.416528725864
payment_failure,expired_card,2467.53,personalized_offer,retry,1979.0207072424141,565.4737782892578,1995.1257233530605,2262.2277835086
checkout_abandonment,expired_card,764.72,reminder,reminder,328.146148897592,144.63136340353233,328.146148897592,403.2230972406171
payment_failure,unknown,6928.55,payment_update,personalized_offer,4783.617749300686,2238.187746697638,4616.4968212077965,4783.617749300686
subscription_failure,insufficient_funds,4065.06,reminder,reminder,3018.950984433582,792.3497736952954,3018.950984433582,3274.156048874007
payment_failure,technical_failure,7440.31,payment_update,personalized_offer,5663.88293058664,1225.4131217946751,4826.297519346391,5673.331526531549
payment_failure,unknown,1132.36,retry,reminder,750.7362055963864,278.000310343674,678.1165687757142,750.7362055963864
checkout_abandonment,bank_decline,1280.16,reminder,personalized_offer,587.2668120080366,322.30312609594995,541.8664494990699,689.6544198421817
subscription_failure,authentication_failure,1525.78,personalized_offer,payment_update,933.1907576780991,334.33487001834,989.8370869752335,989.8370869752335
payment_failure,unknown,165.76,personalized_offer,payment_update,109.52580357058048,43.72159662514823,101.13952640267767,116.46430324492292
checkout_abandonment,technical_failure,751.15,personalized_offer,retry,503.60424579796006,137.24500597763716,611.4784594659533,611.4784594659533
subscription_failure,expired_card,578.09,retry,payment_update,-2.0,149.4678486993183,427.9097007596408,427.9097007596408
checkout_abandonment,expired_card,1174.65,reminder,reminder,899.1341925427037,342.950909031321,899.1341925427037,1042.5075168054664
payment_failure,bank_decline,336.09,personalized_offer,payment_update,-26.8872,119.18486088077745,252.98246650897607,252.98246650897607
subscription_failure,authentication_failure,1893.85,no_action,reminder,0.0,231.5731183515951,1294.719965706024,1386.9787868502335
checkout_abandonment,authentication_failure,1527.15,reminder,payment_update,-1.0,234.01589071331477,1126.8011856399594,1126.8011856399594
overdue_invoice,expired_card,3380.75,no_action,retry,0.0,836.8330024804161,2220.346065572174,2773.6985731942423
payment_failure,unknown,662.66,retry,payment_update,455.0284638582776,185.22249854418237,483.1312137366365,483.1312137366365
payment_failure,expired_card,3373.57,payment_update,payment_update,-1.0,1269.186093073543,2756.216672904375,2756.216672904375
payment_failure,insufficient_funds,2101.28,no_action,personalized_offer,1151.634044585258,487.90009915326755,1287.0784728100807,1459.1461221629115
payment_failure,technical_failure,2242.47,retry,reminder,1799.4000169285264,584.4675422041298,1523.5947576005176,1799.4000169285264
payment_failure,expired_card,6306.58,payment_update,reminder,-1.0,1891.826375266522,4126.50916254231,4451.314997814974
overdue_invoice,technical_failure,2121.24,payment_update,payment_update,1227.1811374469096,220.73262257861813,1227.1811374469096,1329.6941095235898
overdue_invoice,unknown,834.43,retry,reminder,-2.0,243.2483710077076,536.8011949427349,536.8011949427349
payment_failure,bank_decline,539.54,retry,payment_update,394.0312445801629,94.8659688734667,355.729835607794,400.7217080543905
payment_failure,technical_failure,380.85,no_action,retry,0.0,116.67507782328197,264.6975575473503,264.6975575473503
payment_failure,insufficient_funds,1007.84,retry,payment_update,-2.0,271.9613945562972,786.0055537649985,786.0055537649985
payment_failure,insufficient_funds,1304.83,retry,reminder,1016.7283060886948,317.8649354642068,1003.5518885139194,1033.93297518787
subscription_failure,expired_card,1412.85,reminder,reminder,978.4169921392746,337.6079957567954,978.4169921392746,1048.1028589862192
subscription_failure,expired_card,986.27,no_action,payment_update,0.0,183.17189574969967,644.7083087627218,644.7083087627218
subscription_failure,bank_decline,471.95,personalized_offer,payment_update,244.61373098415177,109.36258609744687,291.8143144361461,291.8143144361461
payment_failure,unknown,1052.49,no_action,retry,641.798128275592,248.0932320753799,727.2361663823646,842.9899929378654
payment_failure,bank_decline,1019.36,retry,payment_update,-2.0,217.10137547070036,681.8768176299817,723.1966993263206
checkout_abandonment,unknown,2097.21,reminder,personalized_offer,1074.8153517160129,480.1898729181222,1009.1124358775168,1092.0262482725404
payment_failure,bank_decline,699.63,personalized_offer,payment_update,439.8671578516449,152.82345574633973,485.1575721150066,512.7420472542484
overdue_invoice,authentication_failure,758.11,personalized_offer,reminder,497.78191887617464,156.7957459628414,617.522505663493,617.522505663493
subscription_failure,authentication_failure,6872.47,retry,personalized_offer,-2.0,1304.3875783944573,2874.4333366636756,3302.4120460522854
overdue_invoice,authentication_failure,382.18,personalized_offer,payment_update,-30.5744,85.08277616201111,206.18167327217165,222.8213772667703
payment_failure,insufficient_funds,2637.57,reminder,retry,-1.0,760.4670651593885,1860.402250413915,1911.6742056218504
checkout_abandonment,technical_failure,2517.28,retry,retry,1781.626092913272,329.8709239424636,1781.626092913272,1888.611577284664
overdue_invoice,bank_decline,908.23,payment_update,reminder,593.6107049652439,215.73640667538058,652.6587978179613,652.6587978179613
checkout_abandonment,insufficient_funds,2146.3,payment_update,payment_update,-1.0,352.856197487611,1381.282591939262,1381.282591939262
payment_failure,unknown,2324.08,personalized_offer,retry,1110.010320710709,522.4153681265027,1250.048526867119,1250.048526867119
payment_failure,unknown,642.66,personalized_offer,payment_update,457.63649207170687,181.8768287975022,478.1655886163489,491.634740841808
checkout_abandonment,technical_failure,2818.2,reminder,payment_update,-1.0,910.8897404825668,1712.9382369341338,1942.1631584582517
checkout_abandonment,bank_decline,5202.67,personalized_offer,reminder,3544.9001408525614,1419.9057711643013,3753.958685977501,3753.958685977501
payment_failure,unknown,1155.52,reminder,payment_update,688.8213846896749,272.0476626277322,672.3414877209291,688.8213846896749
payment_failure,expired_card,3412.73,payment_update,payment_update,-1.0,877.0379193878244,2249.454038323381,2249.454038323381
payment_failure,authentication_failure,2051.75,payment_update,payment_update,1506.3267027832223,450.6046895162159,1506.3267027832223,1506.3267027832223
subscription_failure,technical_failure,660.29,retry,payment_update,-2.0,178.67884479954265,488.0721817550927,488.0721817550927
subscription_failure,expired_card,2951.4,retry,reminder,-2.0,920.8560907226845,1808.8875993300264,2162.833274430951
subscription_failure,expired_card,1031.64,personalized_offer,payment_update,784.4146669844558,273.71879088577134,808.8850725659697,808.8850725659697
payment_failure,authentication_failure,812.47,payment_update,payment_update,579.6376252597776,189.80263570443384,579.6376252597776,579.6376252597776
checkout_abandonment,technical_failure,4790.9,reminder,personalized_offer,3340.898658372854,1119.1235605872134,3335.053347523164,3726.1462320595456
payment_failure,unknown,1996.63,retry,reminder,-2.0,499.14883861634104,1159.4343782964272,1159.9907359849415
payment_failure,expired_card,2054.65,reminder,payment_update,1227.043133447558,550.741876766636,1550.4888855054417,1550.4888855054417
payment_failure,unknown,531.81,payment_update,payment_update,-1.0,132.9254816087337,198.14136203538777,204.1745766357932
payment_failure,technical_failure,4871.17,reminder,payment_update,3572.288468743531,982.0324308585734,3442.9265605763158,3606.148731060424
subscription_failure,unknown,222.08,reminder,retry,158.12599044432355,33.88731125693701,156.0658602710201,165.8149748783634
